Unnamed: 0,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
3514,22-23,310 EPSEB,Barcelona,8004.0,13.0
3515,22-23,310 EPSEB,Barcelona,8005.0,5.0
3516,22-23,310 EPSEB,Barcelona,8006.0,7.0
3517,22-23,310 EPSEB,Barcelona,8008.0,1.0
3518,22-23,310 EPSEB,Barcelona,8009.0,4.0
3519,22-23,310 EPSEB,Barcelona,8010.0,4.0
3520,22-23,310 EPSEB,Barcelona,8011.0,4.0
3521,22-23,310 EPSEB,Barcelona,8012.0,11.0
3522,22-23,310 EPSEB,Barcelona,8013.0,15.0
3523,22-23,310 EPSEB,Barcelona,8014.0,25.0
3524,22-23,310 EPSEB,Barcelona,8015.0,15.0
3525,22-23,310 EPSEB,Barcelona,8016.0,10.0
3526,22-23,310 EPSEB,Barcelona,8017.0,7.0
3527,22-23,310 EPSEB,Barcelona,8018.0,9.0
3528,22-23,310 EPSEB,Barcelona,8019.0,10.0
3529,22-23,310 EPSEB,Barcelona,8020.0,13.0
3530,22-23,310 EPSEB,Barcelona,8021.0,6.0
3531,22-23,310 EPSEB,Barcelona,8022.0,6.0
3532,22-23,310 EPSEB,Barcelona,8023.0,10.0
3533,22-23,310 EPSEB,Barcelona,8024.0,13.0
3534,22-23,310 EPSEB,Barcelona,8025.0,14.0
3535,22-23,310 EPSEB,Barcelona,8026.0,3.0
3536,22-23,310 EPSEB,Barcelona,8027.0,16.0
3537,22-23,310 EPSEB,Barcelona,8028.0,33.0
3538,22-23,310 EPSEB,Barcelona,8029.0,21.0
3539,22-23,310 EPSEB,Barcelona,8030.0,16.0
3540,22-23,310 EPSEB,Barcelona,8031.0,13.0
3541,22-23,310 EPSEB,Barcelona,8032.0,8.0
3542,22-23,310 EPSEB,Barcelona,8033.0,4.0
3543,22-23,310 EPSEB,Barcelona,8034.0,12.0
3544,22-23,310 EPSEB,Barcelona,8035.0,11.0
3545,22-23,310 EPSEB,Barcelona,8036.0,12.0
3546,22-23,310 EPSEB,Barcelona,8037.0,3.0
3547,22-23,310 EPSEB,Barcelona,8038.0,10.0
3548,22-23,310 EPSEB,Barcelona,8041.0,6.0
3549,22-23,310 EPSEB,Barcelona,8042.0,7.0
3550,22-23,310 EPSEB,Barcelona,8150.0,1.0
3551,22-23,310 EPSEB,Barcelona,8304.0,1.0
3552,22-23,310 EPSEB,Barcelona,8901.0,1.0
3553,22-23,310 EPSEB,Barcelona,8902.0,1.0
3554,22-23,310 EPSEB,Barcelona,8903.0,1.0
3555,22-23,310 EPSEB,Barcelona,8904.0,1.0
3556,22-23,310 EPSEB,Barcelona,8905.0,3.0
3557,22-23,310 EPSEB,Barcelona,8906.0,1.0
3558,22-23,310 EPSEB,Barcelona,8912.0,1.0
3559,22-23,310 EPSEB,Barcelona,8922.0,1.0
3560,22-23,310 EPSEB,Barcelona,8970.0,1.0
3561,22-23,310 EPSEB,Begues,8859.0,1.0
3562,22-23,310 EPSEB,Benidorm,3502.0,1.0
3563,22-23,310 EPSEB,Blanes,17300.0,1.0
3564,22-23,310 EPSEB,Cabrils,8348.0,4.0
3565,22-23,310 EPSEB,Caldes de ,8140.0,3.0
3566,22-23,310 EPSEB,Caldes d'E,8393.0,1.0
3567,22-23,310 EPSEB,Calella,8370.0,4.0
3568,22-23,310 EPSEB,Cambrils,43850.0,1.0
3569,22-23,310 EPSEB,Campdevàno,17530.0,1.0
3570,22-23,310 EPSEB,Canet de M,8360.0,2.0
3571,22-23,310 EPSEB,Canovelles,8420.0,2.0
3572,22-23,310 EPSEB,Cànoves i ,8445.0,1.0
3573,22-23,310 EPSEB,Canyelles,8811.0,1.0
3574,22-23,310 EPSEB,Capellades,8786.0,1.0
3575,22-23,310 EPSEB,Cardedeu,8440.0,1.0
3576,22-23,310 EPSEB,"Castell, E",7720.0,2.0
3577,22-23,310 EPSEB,Castellar ,8211.0,4.0
3578,22-23,310 EPSEB,Castellbis,8755.0,2.0
3579,22-23,310 EPSEB,Castelldef,8860.0,3.0
3580,22-23,310 EPSEB,Castelló d,17486.0,1.0
3581,22-23,310 EPSEB,Castelló d,17487.0,1.0
3582,22-23,310 EPSEB,Centelles,8540.0,3.0
3583,22-23,310 EPSEB,Cerdanyola,8290.0,3.0
3584,22-23,310 EPSEB,Cervelló,8758.0,1.0
3585,22-23,310 EPSEB,Cervera,25200.0,1.0
3586,22-23,310 EPSEB,Cervià de ,25460.0,1.0
3587,22-23,310 EPSEB,Collbató,8293.0,1.0
3588,22-23,310 EPSEB,Corbera de,8757.0,1.0
3589,22-23,310 EPSEB,Cornellà d,8001.0,1.0
3590,22-23,310 EPSEB,Cornellà d,8940.0,20.0
3591,22-23,310 EPSEB,Cornellà d,8970.0,1.0
3592,22-23,310 EPSEB,Cubelles,8880.0,1.0
3593,22-23,310 EPSEB,Cunit,43881.0,1.0
3594,22-23,310 EPSEB,El Bruc,8294.0,1.0
3595,22-23,310 EPSEB,El Masnou,8320.0,3.0
3596,22-23,310 EPSEB,El Pont de,8254.0,1.0
3597,22-23,310 EPSEB,El Prat de,8820.0,7.0
3598,22-23,310 EPSEB,El Vendrel,43700.0,1.0
3599,22-23,310 EPSEB,Esparregue,8292.0,2.0
3600,22-23,310 EPSEB,Esplugues ,8906.0,1.0
3601,22-23,310 EPSEB,Esplugues ,8950.0,7.0
3602,22-23,310 EPSEB,Gavà,8850.0,12.0
3603,22-23,310 EPSEB,Gelida,8790.0,2.0
3604,22-23,310 EPSEB,Girona,17003.0,1.0
3605,22-23,310 EPSEB,Granollers,8401.0,3.0
3606,22-23,310 EPSEB,Granollers,8402.0,3.0
3607,22-23,310 EPSEB,Granollers,8403.0,1.0
3608,22-23,310 EPSEB,Granollers,8520.0,1.0
3609,22-23,310 EPSEB,Gualba,8474.0,2.0
3610,22-23,310 EPSEB,Guissona,25210.0,1.0
3611,22-23,310 EPSEB,Hospitalet,8901.0,7.0
3612,22-23,310 EPSEB,Hospitalet,8902.0,9.0
3613,22-23,310 EPSEB,Hospitalet,8903.0,9.0
3614,22-23,310 EPSEB,Hospitalet,8904.0,12.0
3615,22-23,310 EPSEB,Hospitalet,8905.0,11.0
3616,22-23,310 EPSEB,Hospitalet,8906.0,14.0
3617,22-23,310 EPSEB,Hospitalet,8907.0,5.0
3618,22-23,310 EPSEB,Hospitalet,8908.0,1.0
3619,22-23,310 EPSEB,Igualada,8700.0,4.0
3620,22-23,310 EPSEB,La Garriga,8530.0,1.0
3621,22-23,310 EPSEB,La Granada,8792.0,1.0
3622,22-23,310 EPSEB,La Quar,8001.0,1.0
3623,22-23,310 EPSEB,La Roca de,8430.0,2.0
3624,22-23,310 EPSEB,Las Palmas,35012.0,1.0
3625,22-23,310 EPSEB,Les Borges,25400.0,1.0
3626,22-23,310 EPSEB,Lleida,25002.0,1.0
3627,22-23,310 EPSEB,Lliçà d'Am,8186.0,1.0
3628,22-23,310 EPSEB,Lliçà de V,8185.0,1.0
3629,22-23,310 EPSEB,Llorenç de,43712.0,1.0
3630,22-23,310 EPSEB,Llucmajor,7609.0,1.0
3631,22-23,310 EPSEB,Madrid,28015.0,1.0
3632,22-23,310 EPSEB,Malgrat de,8380.0,1.0
3633,22-23,310 EPSEB,Manresa,8241.0,3.0
3634,22-23,310 EPSEB,Manresa,8242.0,3.0
3635,22-23,310 EPSEB,Manresa,8243.0,1.0
3636,22-23,310 EPSEB,Martorell,8760.0,5.0
3637,22-23,310 EPSEB,Matadepera,8230.0,5.0
3638,22-23,310 EPSEB,Mataró,8301.0,1.0
3639,22-23,310 EPSEB,Mataró,8302.0,3.0
3640,22-23,310 EPSEB,Mataró,8303.0,2.0
3641,22-23,310 EPSEB,Mataró,8304.0,7.0
3642,22-23,310 EPSEB,Molins de ,8750.0,4.0
3643,22-23,310 EPSEB,Mollet del,8100.0,4.0
3644,22-23,310 EPSEB,Montblanc,43400.0,1.0
3645,22-23,310 EPSEB,Montcada i,8110.0,6.0
3646,22-23,310 EPSEB,Montgat,8390.0,2.0
3647,22-23,310 EPSEB,Montornès ,8170.0,1.0
3648,22-23,310 EPSEB,Muntanyola,8529.0,1.0
3649,22-23,310 EPSEB,Olesa de M,8640.0,1.0
3650,22-23,310 EPSEB,Palau-soli,8184.0,2.0
3651,22-23,310 EPSEB,Pallejà,8780.0,3.0
3652,22-23,310 EPSEB,Palma de M,7008.0,1.0
3653,22-23,310 EPSEB,Palma de M,7010.0,1.0
3654,22-23,310 EPSEB,Palma de M,7013.0,1.0
3655,22-23,310 EPSEB,Pals,17256.0,1.0
3656,22-23,310 EPSEB,Piera,8784.0,1.0
3657,22-23,310 EPSEB,Pineda de ,8397.0,2.0
3658,22-23,310 EPSEB,Premià de ,8330.0,2.0
3659,22-23,310 EPSEB,Ripollet,8291.0,5.0
3660,22-23,310 EPSEB,Roquetes,43529.0,1.0
3661,22-23,310 EPSEB,Rubí,8191.0,9.0
3662,22-23,310 EPSEB,Sabadell,8201.0,1.0
3663,22-23,310 EPSEB,Sabadell,8202.0,1.0
3664,22-23,310 EPSEB,Sabadell,8203.0,2.0
3665,22-23,310 EPSEB,Sabadell,8204.0,6.0
3666,22-23,310 EPSEB,Sabadell,8205.0,4.0
3667,22-23,310 EPSEB,Sabadell,8206.0,4.0
3668,22-23,310 EPSEB,Salt,17190.0,1.0
3669,22-23,310 EPSEB,Sant Adrià,8930.0,3.0
3670,22-23,310 EPSEB,Sant Andre,8392.0,3.0
3671,22-23,310 EPSEB,Sant Andre,8740.0,7.0
3672,22-23,310 EPSEB,Sant Anton,8459.0,3.0
3673,22-23,310 EPSEB,Sant Boi d,8830.0,12.0
3674,22-23,310 EPSEB,Sant Celon,8470.0,1.0
3675,22-23,310 EPSEB,Sant Clime,8849.0,1.0
3676,22-23,310 EPSEB,Sant Cugat,8172.0,8.0
3677,22-23,310 EPSEB,Sant Cugat,8173.0,7.0
3678,22-23,310 EPSEB,Sant Cugat,8198.0,1.0
3679,22-23,310 EPSEB,Sant Estev,8635.0,2.0
3680,22-23,310 EPSEB,Sant Feliu,8038.0,1.0
3681,22-23,310 EPSEB,Sant Feliu,8182.0,2.0
3682,22-23,310 EPSEB,Sant Feliu,8980.0,15.0
3683,22-23,310 EPSEB,Sant Fost ,8105.0,2.0
3684,22-23,310 EPSEB,Sant Fruit,8272.0,1.0
3685,22-23,310 EPSEB,Sant Joan ,8970.0,8.0
3686,22-23,310 EPSEB,Sant Just ,8960.0,3.0
3687,22-23,310 EPSEB,Sant Llore,8212.0,2.0
3688,22-23,310 EPSEB,Sant Llore,8791.0,2.0
3689,22-23,310 EPSEB,Sant Pere ,8776.0,2.0
3690,22-23,310 EPSEB,Sant Pere ,8810.0,3.0
3691,22-23,310 EPSEB,Sant Pol d,8395.0,1.0
3692,22-23,310 EPSEB,Sant Quirz,8192.0,1.0
3693,22-23,310 EPSEB,Sant Sadur,8770.0,2.0
3694,22-23,310 EPSEB,Sant Vicen,8295.0,1.0
3695,22-23,310 EPSEB,Sant Vicen,8620.0,1.0
3696,22-23,310 EPSEB,Santa Colo,8690.0,1.0
3697,22-23,310 EPSEB,Santa Colo,8921.0,8.0
3698,22-23,310 EPSEB,Santa Colo,8922.0,7.0
3699,22-23,310 EPSEB,Santa Colo,8923.0,3.0
3700,22-23,310 EPSEB,Santa Colo,8924.0,1.0
3701,22-23,310 EPSEB,Santa Eulà,7849.0,1.0
3702,22-23,310 EPSEB,Santa Eulà,8505.0,1.0
3703,22-23,310 EPSEB,Santa Marg,8710.0,2.0
3704,22-23,310 EPSEB,Santa Mari,8460.0,3.0
3705,22-23,310 EPSEB,Santa Perp,8130.0,3.0
3706,22-23,310 EPSEB,Sense Info,99999.0,17.0
3707,22-23,310 EPSEB,Sentmenat,8181.0,2.0
3708,22-23,310 EPSEB,Sitges,8870.0,2.0
3709,22-23,310 EPSEB,Sort,25560.0,1.0
3710,22-23,310 EPSEB,Tarragona,7701.0,1.0
3711,22-23,310 EPSEB,Tarragona,43005.0,1.0
3712,22-23,310 EPSEB,Tarragona,43006.0,1.0
3713,22-23,310 EPSEB,Teo,15883.0,1.0
3714,22-23,310 EPSEB,Terrassa,8221.0,5.0
3715,22-23,310 EPSEB,Terrassa,8222.0,4.0
3716,22-23,310 EPSEB,Terrassa,8223.0,2.0
3717,22-23,310 EPSEB,Terrassa,8224.0,9.0
3718,22-23,310 EPSEB,Terrassa,8225.0,3.0
3719,22-23,310 EPSEB,Terrassa,8226.0,3.0
3720,22-23,310 EPSEB,Terrassa,8227.0,3.0
3721,22-23,310 EPSEB,Terrassa,8228.0,1.0
3722,22-23,310 EPSEB,Tiana,8391.0,3.0
3723,22-23,310 EPSEB,Torelló,8570.0,1.0
3724,22-23,310 EPSEB,Torrelles ,8629.0,1.0
3725,22-23,310 EPSEB,Tortosa,43500.0,2.0
3726,22-23,310 EPSEB,Tremp,25620.0,2.0
3727,22-23,310 EPSEB,Vallbona d,8785.0,1.0
3728,22-23,310 EPSEB,Vallirana,8759.0,1.0
3729,22-23,310 EPSEB,Vallromane,8188.0,1.0
3730,22-23,310 EPSEB,Valls,43800.0,1.0
3731,22-23,310 EPSEB,Vic,8500.0,3.0
3732,22-23,310 EPSEB,Viladecans,8840.0,12.0
3733,22-23,310 EPSEB,Vilafranca,8720.0,5.0
3734,22-23,310 EPSEB,Vilanova d,8788.0,1.0
3735,22-23,310 EPSEB,Vilanova i,8800.0,8.0
3736,22-23,310 EPSEB,Vilassar d,8340.0,2.0
3737,22-23,330 EPSEM,Abrera,8630.0,16.0
3738,22-23,330 EPSEM,Aguilar de,8256.0,1.0
3739,22-23,330 EPSEM,Alcúdia,7400.0,1.0
3740,22-23,330 EPSEM,Alella,8328.0,1.0
3741,22-23,330 EPSEM,Ametlla de,8480.0,1.0
3742,22-23,330 EPSEM,Anglès,17160.0,1.0
3743,22-23,330 EPSEM,Argentona,8310.0,1.0
3744,22-23,330 EPSEM,Artés,8271.0,12.0
3745,22-23,330 EPSEM,Avià,8610.0,3.0
3746,22-23,330 EPSEM,Ávila,5003.0,1.0
3747,22-23,330 EPSEM,Avinyó,8279.0,4.0
3748,22-23,330 EPSEM,Badalona,8912.0,1.0
3749,22-23,330 EPSEM,Badalona,8913.0,1.0
3750,22-23,330 EPSEM,Badalona,8914.0,2.0
3751,22-23,330 EPSEM,Badalona,8918.0,1.0
3752,22-23,330 EPSEM,Balaguer,25600.0,1.0
3753,22-23,330 EPSEM,Balenyà,8550.0,5.0
3754,22-23,330 EPSEM,Balsareny,8660.0,4.0
3755,22-23,330 EPSEM,Banyoles,17820.0,1.0
3756,22-23,330 EPSEM,Barberà de,8210.0,5.0
3757,22-23,330 EPSEM,Barcelona,8002.0,1.0
3758,22-23,330 EPSEM,Barcelona,8003.0,2.0
3759,22-23,330 EPSEM,Barcelona,8006.0,1.0
3760,22-23,330 EPSEM,Barcelona,8007.0,1.0
3761,22-23,330 EPSEM,Barcelona,8009.0,1.0
3762,22-23,330 EPSEM,Barcelona,8011.0,1.0
3763,22-23,330 EPSEM,Barcelona,8012.0,1.0
3764,22-23,330 EPSEM,Barcelona,8013.0,1.0
3765,22-23,330 EPSEM,Barcelona,8014.0,2.0
3766,22-23,330 EPSEM,Barcelona,8015.0,4.0
3767,22-23,330 EPSEM,Barcelona,8016.0,1.0
3768,22-23,330 EPSEM,Barcelona,8018.0,1.0
3769,22-23,330 EPSEM,Barcelona,8019.0,1.0
3770,22-23,330 EPSEM,Barcelona,8020.0,2.0
3771,22-23,330 EPSEM,Barcelona,8025.0,2.0
3772,22-23,330 EPSEM,Barcelona,8027.0,1.0
3773,22-23,330 EPSEM,Barcelona,8028.0,2.0
3774,22-23,330 EPSEM,Barcelona,8029.0,2.0
3775,22-23,330 EPSEM,Barcelona,8030.0,1.0
3776,22-23,330 EPSEM,Barcelona,8031.0,1.0
3777,22-23,330 EPSEM,Barcelona,8032.0,2.0
3778,22-23,330 EPSEM,Barcelona,8033.0,1.0
3779,22-23,330 EPSEM,Barcelona,8034.0,4.0
3780,22-23,330 EPSEM,Barcelona,8035.0,1.0
3781,22-23,330 EPSEM,Barcelona,8036.0,1.0
3782,22-23,330 EPSEM,Barcelona,8041.0,1.0
3783,22-23,330 EPSEM,Barcelona,8620.0,1.0
3784,22-23,330 EPSEM,Barcelona,8913.0,1.0
3785,22-23,330 EPSEM,Barcelona,49395.0,1.0
3786,22-23,330 EPSEM,Bassella,25289.0,1.0
3787,22-23,330 EPSEM,Begues,8272.0,1.0
3788,22-23,330 EPSEM,Bellpuig,25250.0,1.0
3789,22-23,330 EPSEM,Berga,8016.0,1.0
3790,22-23,330 EPSEM,Berga,8600.0,12.0
3791,22-23,330 EPSEM,Bescanó,17162.0,1.0
3792,22-23,330 EPSEM,Blanes,17300.0,1.0
3793,22-23,330 EPSEM,Boiro,15930.0,1.0
3794,22-23,330 EPSEM,Bolvir,17539.0,1.0
3795,22-23,330 EPSEM,Borredà,8619.0,1.0
3796,22-23,330 EPSEM,Calaf,8280.0,7.0
3797,22-23,330 EPSEM,Calders,8275.0,3.0
3798,22-23,330 EPSEM,Caldes de ,8140.0,1.0
3799,22-23,330 EPSEM,Calella,8370.0,1.0
3800,22-23,330 EPSEM,Callús,8262.0,7.0
3801,22-23,330 EPSEM,Calonge de,8281.0,1.0
3802,22-23,330 EPSEM,Camarasa,25613.0,1.0
3803,22-23,330 EPSEM,Cambrils,43850.0,1.0
3804,22-23,330 EPSEM,Canovelles,8420.0,1.0
3805,22-23,330 EPSEM,Capellades,8786.0,4.0
3806,22-23,330 EPSEM,Caravaca d,30400.0,1.0
3807,22-23,330 EPSEM,Cardedeu,8440.0,1.0
3808,22-23,330 EPSEM,Cardona,8261.0,13.0
3809,22-23,330 EPSEM,Casserres,8693.0,1.0
3810,22-23,330 EPSEM,Castellar ,8211.0,7.0
3811,22-23,330 EPSEM,Castellbel,8296.0,4.0
3812,22-23,330 EPSEM,Castellbis,8755.0,3.0
3813,22-23,330 EPSEM,Castelldef,8860.0,3.0
3814,22-23,330 EPSEM,Castellgal,8297.0,1.0
3815,22-23,330 EPSEM,Castellnou,8251.0,3.0
3816,22-23,330 EPSEM,Castellter,8183.0,1.0
3817,22-23,330 EPSEM,Castellví ,8769.0,1.0
3818,22-23,330 EPSEM,Cerdanyola,8290.0,4.0
3819,22-23,330 EPSEM,Cervera,25200.0,2.0
3820,22-23,330 EPSEM,Collbató,8293.0,2.0
3821,22-23,330 EPSEM,Corbera de,8757.0,4.0
3822,22-23,330 EPSEM,Cornellà d,8940.0,3.0
3823,22-23,330 EPSEM,El Bruc,8294.0,2.0
3824,22-23,330 EPSEM,El Papiol,8754.0,1.0
3825,22-23,330 EPSEM,El Pont de,8254.0,4.0
3826,22-23,330 EPSEM,El Prat de,8820.0,2.0
3827,22-23,330 EPSEM,Esparregue,8292.0,11.0
3828,22-23,330 EPSEM,Esplugues ,8950.0,1.0
3829,22-23,330 EPSEM,"Espunyola,",8614.0,1.0
3830,22-23,330 EPSEM,Figueres,17600.0,2.0
3831,22-23,330 EPSEM,Folguerole,8519.0,1.0
3832,22-23,330 EPSEM,Fonollosa,8259.0,3.0
3833,22-23,330 EPSEM,Gandesa,43780.0,1.0
3834,22-23,330 EPSEM,Gavà,8850.0,2.0
3835,22-23,330 EPSEM,Gelida,8790.0,4.0
3836,22-23,330 EPSEM,Girona,17005.0,1.0
3837,22-23,330 EPSEM,Gironella,8680.0,7.0
3838,22-23,330 EPSEM,Granollers,8401.0,1.0
3839,22-23,330 EPSEM,Granollers,8402.0,4.0
3840,22-23,330 EPSEM,Guardiola ,8694.0,1.0
3841,22-23,330 EPSEM,Gurb,8503.0,3.0
3842,22-23,330 EPSEM,Horta de S,43596.0,1.0
3843,22-23,330 EPSEM,Hospitalet,8901.0,1.0
3844,22-23,330 EPSEM,Hospitalet,8902.0,3.0
3845,22-23,330 EPSEM,Hospitalet,8903.0,1.0
3846,22-23,330 EPSEM,Hospitalet,8904.0,2.0
3847,22-23,330 EPSEM,Hospitalet,8905.0,1.0
3848,22-23,330 EPSEM,Hospitalet,8906.0,1.0
3849,22-23,330 EPSEM,Hostalets ,8785.0,1.0
3850,22-23,330 EPSEM,Igualada,8600.0,1.0
3851,22-23,330 EPSEM,Igualada,8700.0,28.0
3852,22-23,330 EPSEM,La Bisbal ,17100.0,1.0
3853,22-23,330 EPSEM,La Cellera,17165.0,1.0
3854,22-23,330 EPSEM,La Garriga,8530.0,1.0
3855,22-23,330 EPSEM,La Llagost,8120.0,1.0
3856,22-23,330 EPSEM,La Molsosa,8281.0,1.0
3857,22-23,330 EPSEM,La Pobla d,8696.0,1.0
3858,22-23,330 EPSEM,La Pobla d,8787.0,2.0
3859,22-23,330 EPSEM,La Sénia,43560.0,1.0
3860,22-23,330 EPSEM,La Tallada,17134.0,1.0
3861,22-23,330 EPSEM,La Torre d,8789.0,3.0
3862,22-23,330 EPSEM,Lleida,25001.0,2.0
3863,22-23,330 EPSEM,Lleida,25004.0,1.0
3864,22-23,330 EPSEM,Lleida,25005.0,1.0
3865,22-23,330 EPSEM,Lliçà de V,8185.0,1.0
3866,22-23,330 EPSEM,Málaga,29006.0,1.0
3867,22-23,330 EPSEM,Malgrat de,8380.0,1.0
3868,22-23,330 EPSEM,Manlleu,8560.0,7.0
3869,22-23,330 EPSEM,Manlleu,8561.0,1.0
3870,22-23,330 EPSEM,Manresa,2421.0,1.0
3871,22-23,330 EPSEM,Manresa,8240.0,13.0
3872,22-23,330 EPSEM,Manresa,8241.0,42.0
3873,22-23,330 EPSEM,Manresa,8242.0,140.0
3874,22-23,330 EPSEM,Manresa,8243.0,58.0
3875,22-23,330 EPSEM,Manresa,8421.0,1.0
3876,22-23,330 EPSEM,Manresa,8424.0,1.0
3877,22-23,330 EPSEM,Manresa,19300.0,1.0
3878,22-23,330 EPSEM,Manresa,25280.0,1.0
3879,22-23,330 EPSEM,Martorell,8760.0,9.0
3880,22-23,330 EPSEM,Masies de ,8508.0,2.0
3881,22-23,330 EPSEM,Masies de ,8512.0,1.0
3882,22-23,330 EPSEM,Masquefa,8783.0,7.0
3883,22-23,330 EPSEM,Matadepera,8230.0,2.0
3884,22-23,330 EPSEM,Mataró,8302.0,1.0
3885,22-23,330 EPSEM,Mérida,6800.0,1.0
3886,22-23,330 EPSEM,Miranda de,9200.0,1.0
3887,22-23,330 EPSEM,Moià,8180.0,8.0
3888,22-23,330 EPSEM,Molins de ,8750.0,2.0
3889,22-23,330 EPSEM,Mollerussa,25230.0,1.0
3890,22-23,330 EPSEM,Mollet del,8100.0,4.0
3891,22-23,330 EPSEM,Monistrol ,8691.0,1.0
3892,22-23,330 EPSEM,Navarcles,8270.0,8.0
3893,22-23,330 EPSEM,Navàs,8670.0,10.0
3894,22-23,330 EPSEM,Òdena,8711.0,5.0
3895,22-23,330 EPSEM,Olèrdola,8734.0,1.0
3896,22-23,330 EPSEM,Olesa de M,8640.0,7.0
3897,22-23,330 EPSEM,Olot,17800.0,3.0
3898,22-23,330 EPSEM,Olvan,8611.0,1.0
3899,22-23,330 EPSEM,Palau-soli,8184.0,1.0
3900,22-23,330 EPSEM,Pallejà,8753.0,1.0
3901,22-23,330 EPSEM,Pallejà,8780.0,4.0
3902,22-23,330 EPSEM,Parets del,8150.0,1.0
3903,22-23,330 EPSEM,Piera,8784.0,5.0
3904,22-23,330 EPSEM,Pilar de l,3191.0,1.0
3905,22-23,330 EPSEM,Polinyà,8213.0,1.0
3906,22-23,330 EPSEM,Ponts,25740.0,1.0
3907,22-23,330 EPSEM,Prats de L,8513.0,2.0
3908,22-23,330 EPSEM,Prats de R,8281.0,1.0
3909,22-23,330 EPSEM,Premià de ,8330.0,1.0
3910,22-23,330 EPSEM,Puigcerdà,17520.0,3.0
3911,22-23,330 EPSEM,Puig-reig,8692.0,2.0
3912,22-23,330 EPSEM,Rajadell,8256.0,2.0
3913,22-23,330 EPSEM,Ribes de F,17534.0,1.0
3914,22-23,330 EPSEM,Riells i V,17404.0,1.0
3915,22-23,330 EPSEM,Riner,25290.0,1.0
3916,22-23,330 EPSEM,Ripollet,8291.0,2.0
3917,22-23,330 EPSEM,Roda de Te,8510.0,1.0
3918,22-23,330 EPSEM,Rubí,8191.0,6.0
3919,22-23,330 EPSEM,Sabadell,8201.0,3.0
3920,22-23,330 EPSEM,Sabadell,8202.0,3.0
3921,22-23,330 EPSEM,Sabadell,8203.0,6.0
3922,22-23,330 EPSEM,Sabadell,8205.0,3.0
3923,22-23,330 EPSEM,Sabadell,8206.0,3.0
3924,22-23,330 EPSEM,Sabadell,8207.0,2.0
3925,22-23,330 EPSEM,Sabadell,8208.0,3.0
3926,22-23,330 EPSEM,Sallent,8650.0,15.0
3927,22-23,330 EPSEM,Sant Andre,8740.0,13.0
3928,22-23,330 EPSEM,Sant Boi d,8830.0,5.0
3929,22-23,330 EPSEM,Sant Cugat,8172.0,1.0
3930,22-23,330 EPSEM,Sant Cugat,8173.0,2.0
3931,22-23,330 EPSEM,Sant Cugat,8195.0,1.0
3932,22-23,330 EPSEM,Sant Estev,8635.0,6.0
3933,22-23,330 EPSEM,Sant Feliu,8182.0,1.0
3934,22-23,330 EPSEM,Sant Feliu,8274.0,2.0
3935,22-23,330 EPSEM,Sant Feliu,8980.0,3.0
3936,22-23,330 EPSEM,Sant Fruit,8272.0,22.0
3937,22-23,330 EPSEM,Sant Hipòl,8512.0,4.0
3938,22-23,330 EPSEM,Sant Joan ,8250.0,31.0
3939,22-23,330 EPSEM,Sant Joan ,8970.0,4.0
3940,22-23,330 EPSEM,Sant Just ,8960.0,1.0
3941,22-23,330 EPSEM,Sant Martí,8712.0,2.0
3942,22-23,330 EPSEM,Sant Pere ,8572.0,1.0
3943,22-23,330 EPSEM,Sant Quirz,8192.0,1.0
3944,22-23,330 EPSEM,Sant Quirz,8580.0,1.0
3945,22-23,330 EPSEM,Sant Sadur,8770.0,2.0
3946,22-23,330 EPSEM,Sant Salva,8253.0,8.0
3947,22-23,330 EPSEM,Sant Vicen,8295.0,12.0
3948,22-23,330 EPSEM,Sant Vicen,8571.0,5.0
3949,22-23,330 EPSEM,Sant Vicen,8620.0,10.0
3950,22-23,330 EPSEM,Santa Colo,8690.0,2.0
3951,22-23,330 EPSEM,Santa Colo,8923.0,1.0
3952,22-23,330 EPSEM,Santa Colo,8924.0,1.0
3953,22-23,330 EPSEM,Santa Colo,43420.0,4.0
3954,22-23,330 EPSEM,Santa Marg,8710.0,8.0
3955,22-23,330 EPSEM,Santa Mari,8273.0,2.0
3956,22-23,330 EPSEM,Santa Mari,8787.0,1.0
3957,22-23,330 EPSEM,Santpedor,8251.0,24.0
3958,22-23,330 EPSEM,Sense Info,99999.0,4.0
3959,22-23,330 EPSEM,Sentmenat,8181.0,1.0
3960,22-23,330 EPSEM,Seva,8553.0,2.0
3961,22-23,330 EPSEM,Sevilla,41007.0,1.0
3962,22-23,330 EPSEM,Sigüenza,19250.0,1.0
3963,22-23,330 EPSEM,Solsona,25280.0,6.0
3964,22-23,330 EPSEM,Subirats,8739.0,1.0
3965,22-23,330 EPSEM,Súria,8260.0,6.0
3966,22-23,330 EPSEM,Taradell,8552.0,1.0
3967,22-23,330 EPSEM,Tarragona,43005.0,3.0
3968,22-23,330 EPSEM,Tàrrega,25300.0,1.0
3969,22-23,330 EPSEM,Tavernes d,46760.0,1.0
3970,22-23,330 EPSEM,Teià,8329.0,1.0
3971,22-23,330 EPSEM,Terrassa,8221.0,1.0
3972,22-23,330 EPSEM,Terrassa,8222.0,1.0
3973,22-23,330 EPSEM,Terrassa,8223.0,3.0
3974,22-23,330 EPSEM,Terrassa,8224.0,3.0
3975,22-23,330 EPSEM,Terrassa,8225.0,8.0
3976,22-23,330 EPSEM,Terrassa,8226.0,2.0
